renabap_id|nombre|provincia|departamento|localidad|cantidad_familias_aproximada|decada_de_creacion|anio_de_creacion|energia_electrica|efluentes_cloacales|agua_corriente|cocina|calefaccion|situacion_dominial|clasificacion_barrio|superficie_m2
1|NM1|PR1|DP1|LC1|CN1|DC1|ND1|NR1|FL1|GC1|CC1|CL1|ST1|CL1|SP1
2|NM2|PR1|DP2|LC2|CN2|DC1|ND1|NR2|FL1|GC2|CC1|CL1|ST2|CL1|SP2
3|NM3|PR1|DP2|LC3|CN3|DC2|ND1|NR2|FL2|GC3|CC1|CL2|ST2|CL1|SP3
4|NM4|PR1|DP2|LC4|CN4|DC3|ND1|NR2|FL2|GC2|CC1|CL3|ST2|CL1|SP4
5|NM5|PR1|DP2|LC5|CN5|DC2|ND1|NR2|FL1|GC1|CC1|CL1|ST2|CL1|SP5
6|NM6|PR1|DP2|LC6|CN6|DC3|ND1|NR2|FL2|GC2|CC1|CL3|ST2|CL1|SP6
7|NM7|PR1|DP2|LC6|CN7|DC4|ND1|NR3|FL2|GC1|CC1|CL1|ST2|CL1|SP7
8|NM8|PR1|DP2|LC7|CN8|DC5|ND1|NR2|FL1|GC2|CC1|CL3|ST2|CL2|SP8
10|NM9|PR1|DP2|LC2|CN9|DC2|ND1|NR2|FL2|GC2|CC1|CL1|ST2|CL1|SP9
11|NM10|PR1|DP2|LC8|CN10|DC4|ND1|NR2|FL2|GC2|CC1|CL3|ST2|CL1|SP10
12|NM11|PR1|DP2|LC9|CN11|DC2|ND1|NR2|FL1|GC3|CC1|CL1|ST2|CL1|SP11
13|NM12|PR1|DP2|LC9|CN12|DC1|ND1|NR2|FL2|GC3|CC1|CL3|ST2|CL1|SP12
14|NM13|PR1|DP2|LC10|CN12|DC2|ND1|NR3|FL1|GC1|CC1|CL3|ST2|CL1|SP13
15|NM14|PR1|DP2|LC9|CN13|DC6|ND1|NR2|FL1|GC2|CC1|CL3|ST2|CL1|SP14
16|NM15|PR1|DP3|LC11|CN14|DC5|ND1|NR3|FL2|GC4|CC1|CL3|ST3|CL1|SP15
17|NM16|PR1|DP2|LC2|CN15|DC5|ND1|NR2|FL1|GC2|CC1|CL3|ST2|CL1|SP16
18|NM17|PR1|DP2|LC12|CN16|DC2|ND1|NR2|FL2|GC3|CC1|CL1|ST2|CL1|SP17
19|NM18|PR1|DP3|LC13|CN17|DC5|ND1|NR3|FL2|GC1|CC1|CL3|ST2|CL1|SP18
20|NM19|PR1|DP4|LC14|CN18|DC2|ND1|NR1|FL3|GC3|CC1|CL1|ST2|CL2|SP19
21|NM20|PR1|DP2|LC10|CN19|DC2|ND1|NR3|FL2|GC1|CC1|CL3|ST2|CL1|SP20
22|NM21|PR1|DP2|LC7|CN20|DC2|ND1|NR2|FL1|GC3|CC1|CL1|ST2|CL1|SP21
23|NM22|PR1|DP2|LC15|CN21|DC2|ND1|NR2|FL2|GC2|CC1|CL3|ST2|CL1|SP22
24|NM23|PR1|DP2|LC15|CN22|DC7|ND2|NR2|FL2|GC2|CC1|CL3|ST2|CL1|SP23
25|NM24|PR1|DP5|LC16|CN23|DC8|ND1|NR3|FL2|GC2|CC1|CL1|ST2|CL2|SP24
27|NM25|PR1|DP1|LC1|CN1|DC2|ND1|NR4|FL1|GC1|CC1|CL1|ST2|CL1|SP25
28|NM26|PR1|DP2|LC10|CN24|DC2|ND1|NR2|FL2|GC2|CC1|CL3|ST2|CL1|SP26
30|NM27|PR1|DP4|LC17|CN25|DC1|ND1|NR2|FL2|GC3|CC1|CL1|ST2|CL1|SP27
31|NM28|PR1|DP2|LC7|CN17|DC1|ND1|NR2|FL2|GC2|CC2|CL3|ST2|CL1|SP28
32|NM29|PR1|DP6|LC18|CN16|DC1|ND1|NR1|FL2|GC2|CC1|CL3|ST2|CL2|SP29
34|NM30|PR1|DP5|LC19|CN26|DC2|ND1|NR2|FL2|GC3|CC1|CL1|ST2|CL1|SP30
35|NM31|PR1|DP2|LC2|CN27|DC2|ND1|NR2|FL2|GC3|CC1|CL3|ST2|CL1|SP31
36|NM32|PR1|DP2|LC2|CN28|DC7|ND3|NR3|FL2|GC3|CC1|CL3|ST2|CL1|SP32
38|NM33|PR1|DP2|LC12|CN9|DC5|ND1|NR2|FL2|GC2|CC1|CL4|ST3|CL1|SP33
39|NM34|PR1|DP2|LC3|CN23|DC2|ND1|NR2|FL2|GC1|CC1|CL2|ST2|CL1|SP34
41|NM35|PR1|DP2|LC12|CN29|DC4|ND1|NR2|FL3|GC3|CC1|CL1|ST2|CL1|SP35
42|NM36|PR1|DP2|LC20|CN30|DC2|ND1|NR2|FL1|GC2|CC1|CL3|ST2|CL2|SP36
43|NM37|PR1|DP2|LC20|CN31|DC3|ND1|NR2|FL2|GC2|CC1|CL2|ST2|CL1|SP37
44|NM38|PR1|DP2|LC20|CN32|DC2|ND1|NR2|FL2|GC3|CC1|CL3|ST3|CL1|SP38
45|NM39|PR1|DP5|LC21|CN33|DC5|ND1|NR2|FL1|GC3|CC1|CL1|ST2|CL2|SP39
46|NM37|PR1|DP2|LC20|CN34|DC3|ND1|NR2|FL1|GC2|CC1|CL3|ST2|CL1|SP40
47|NM40|PR1|DP2|LC20|CN35|DC2|ND1|NR2|FL2|GC3|CC1|CL1|ST2|CL1|SP41
48|NM41|PR1|DP7|LC22|CN36|DC2|ND1|NR2|FL2|GC1|CC1|CL1|ST2|CL1|SP42
49|NM37|PR1|DP2|LC20|CN37|DC7|ND4|NR2|FL1|GC2|CC1|CL1|ST2|CL1|SP43
50|NM29|PR1|DP8|LC23|CN38|DC1|ND1|NR2|FL2|GC1|CC1|CL1|ST2|CL1|SP44
51|NM42|PR1|DP2|LC20|CN39|DC2|ND1|NR2|FL2|GC2|CC1|CL3|ST2|CL1|SP45
52|NM43|PR1|DP9|LC24|CN40|DC3|ND1|NR2|FL2|GC2|CC1|CL3|ST2|CL2|SP46
53|NM44|PR1|DP10|LC25|CN40|DC1|ND1|NR3|FL1|GC3|CC1|CL1|ST2|CL1|SP47
55|NM45|PR1|DP2|LC2|CN41|DC2|ND1|NR2|FL2|GC3|CC1|CL2|ST2|CL1|SP48
56|NM46|PR1|DP11|LC26|CN17|DC1|ND1|NR3|FL2|GC5|CC1|CL3|ST2|CL1|SP49
57|NM47|PR1|DP2|LC27|CN42|DC1|ND1|NR2|FL2|GC2|CC1|CL1|ST2|CL1|SP50
59|NM48|PR1|DP2|LC27|CN43|DC1|ND1|NR2|FL2|GC3|CC1|CL3|ST2|CL1|SP51
60|NM49|PR1|DP2|LC20|CN44|DC2|ND1|NR2|FL2|GC2|CC1|CL3|ST2|CL1|SP52
61|NM34|PR1|DP2|LC20|CN17|DC1|ND1|NR2|FL2|GC2|CC1|CL3|ST2|CL1|SP53
62|NM50|PR1|DP6|LC28|CN45|DC2|ND1|NR2|FL4|GC2|CC1|CL3|ST2|CL1|SP54
63|NM51|PR1|DP2|LC12|CN46|DC1|ND1|NR2|FL3|GC3|CC1|CL1|ST2|CL1|SP55
64|NM52|PR1|DP2|LC5|CN47|DC2|ND1|NR2|FL2|GC2|CC1|CL3|ST2|CL1|SP56
65|NM53|PR1|DP2|LC2|CN48|DC3|ND1|NR2|FL2|GC3|CC1|CL3|ST2|CL1|SP57
66|NM54|PR1|DP12|LC29|CN49|DC2|ND1|NR3|FL1|GC3|CC1|CL1|ST2|CL1|SP58
67|NM55|PR1|DP8|LC23|CN50|DC7|ND3|NR5|FL1|GC1|CC1|CL1|ST2|CL1|SP59
68|NM37|PR1|DP2|LC6|CN51|DC1|ND1|NR3|FL1|GC3|CC1|CL1|ST2|CL1|SP60
69|NM56|PR1|DP13|LC30|CN52|DC3|ND1|NR5|FL2|GC1|CC1|CL3|ST2|CL1|SP61
70|NM57|PR1|DP2|LC27|CN53|DC4|ND1|NR2|FL2|GC2|CC1|CL2|ST2|CL1|SP62
71|NM58|PR1|DP14|LC31|CN54|DC4|ND1|NR6|FL1|GC2|CC1|CL3|ST2|CL2|SP63
72|NM59|PR1|DP5|LC21|CN55|DC7|ND2|NR1|FL1|GC5|CC1|CL5|ST2|CL2|SP64
73|NM60|PR1|DP11|LC32|CN56|DC4|ND1|NR2|FL1|GC1|CC1|CL3|ST3|CL2|SP65
74|NM61|PR1|DP2|LC2|CN57|DC1|ND1|NR3|FL1|GC2|CC1|CL3|ST2|CL1|SP66
75|NM45|PR1|DP2|LC2|CN58|DC2|ND1|NR2|FL3|GC3|CC1|CL2|ST2|CL1|SP67
77|NM62|PR1|DP2|LC2|CN36|DC1|ND1|NR3|FL2|GC2|CC1|CL4|ST3|CL1|SP68
78|NM63|PR1|DP2|LC12|CN59|DC1|ND1|NR3|FL2|GC3|CC1|CL1|ST2|CL1|SP69
79|NM37|PR1|DP2|LC20|CN60|DC1|ND1|NR2|FL2|GC2|CC1|CL1|ST2|CL1|SP70
80|NM64|PR1|DP2|LC27|CN61|DC7|ND5|NR1|FL2|GC4|CC1|CL3|ST1|CL1|SP71
81|NM65|PR1|DP15|LC33|CN62|DC7|ND4|NR5|FL2|GC1|CC1|CL1|ST2|CL1|SP72
82|NM66|PR1|DP14|LC34|CN63|DC2|ND1|NR3|FL1|GC1|CC1|CL1|ST2|CL1|SP73
84|NM67|PR1|DP2|LC35|CN16|DC4|ND1|NR2|FL1|GC2|CC1|CL1|ST2|CL1|SP74
85|NM68|PR1|DP2|LC35|CN64|DC4|ND1|NR2|FL2|GC2|CC1|CL3|ST2|CL1|SP75
86|NM69|PR1|DP2|LC27|CN65|DC1|ND1|NR3|FL2|GC2|CC1|CL1|ST2|CL1|SP76
87|NM70|PR1|DP2|LC35|CN66|DC2|ND1|NR2|FL2|GC2|CC1|CL4|ST2|CL1|SP77
88|NM71|PR1|DP2|LC27|CN15|DC1|ND1|NR3|FL2|GC2|CC1|CL1|ST2|CL1|SP78
89|NM72|PR1|DP2|LC27|CN67|DC7|ND3|NR2|FL2|GC2|CC1|CL3|ST3|CL1|SP79
90|NM73|PR1|DP2|LC20|CN16|DC1|ND1|NR3|FL3|GC3|CC2|CL6|ST2|CL2|SP80
91|NM74|PR1|DP2|LC4|CN68|DC4|ND1|NR3|FL2|GC2|CC1|CL3|ST2|CL1|SP81
92|NM75|PR1|DP2|LC35|CN69|DC1|ND1|NR2|FL2|GC2|CC1|CL1|ST2|CL1|SP82
93|NM76|PR1|DP10|LC36|CN70|DC3|ND1|NR2|FL2|GC1|CC2|CL3|ST1|CL2|SP83
94|NM77|PR1|DP16|LC37|CN71|DC5|ND1|NR3|FL2|GC2|CC1|CL1|ST2|CL2|SP84
96|NM78|PR1|DP5|LC19|CN72|DC2|ND1|NR3|FL2|GC3|CC1|CL3|ST3|CL2|SP85
97|NM79|PR1|DP2|LC35|CN73|DC1|ND1|NR3|FL5|GC2|CC1|CL1|ST2|CL1|SP86
99|NM80|PR1|DP2|LC2|CN19|DC7|ND3|NR2|FL2|GC2|CC1|CL3|ST3|CL2|SP87
100|NM81|PR1|DP9|LC38|CN74|DC5|ND1|NR2|FL4|GC2|CC1|CL3|ST2|CL2|SP88
101|NM82|PR1|DP5|LC19|CN61|DC1|ND1|NR2|FL2|GC3|CC1|CL1|ST2|CL1|SP89
102|NM83|PR1|DP11|LC32|CN75|DC4|ND1|NR3|FL1|GC1|CC1|CL1|ST2|CL2|SP90
103|NM84|PR1|DP9|LC39|CN9|DC1|ND1|NR2|FL2|GC2|CC1|CL3|ST2|CL1|SP91
104|NM85|PR1|DP17|LC40|CN16|DC4|ND1|NR3|FL2|GC1|CC1|CL3|ST2|CL1|SP92
105|NM86|PR1|DP2|LC27|CN76|DC2|ND1|NR2|FL2|GC2|CC1|CL4|ST2|CL1|SP93
106|NM87|PR1|DP2|LC27|CN60|DC2|ND1|NR2|FL2|GC2|CC1|CL1|ST2|CL2|SP94
107|NM88|PR1|DP2|LC27|CN77|DC1|ND1|NR3|FL1|GC1|CC1|CL3|ST2|CL1|SP95
109|NM47|PR1|DP2|LC27|CN1|DC1|ND1|NR3|FL1|GC2|CC1|CL1|ST2|CL1|SP96
110|NM89|PR1|DP4|LC17|CN78|DC2|ND1|NR2|FL2|GC2|CC1|CL3|ST2|CL2|SP97
111|NM90|PR1|DP4|LC17|CN54|DC7|ND6|NR2|FL2|GC2|CC1|CL3|ST2|CL2|SP98
112|NM91|PR1|DP18|LC41|CN45|DC2|ND1|NR2|FL2|GC2|CC1|CL1|ST2|CL1|SP99
113|NM92|PR1|DP2|LC27|CN79|DC2|ND1|NR2|FL1|GC2|CC1|CL3|ST2|CL1|SP100
114|NM93|PR1|DP17|LC40|CN80|DC1|ND1|NR3|FL2|GC1|CC1|CL2|ST2|CL1|SP101
115|NM94|PR1|DP19|LC42|CN81|DC4|ND1|NR2|FL2|GC1|CC1|CL2|ST2|CL1|SP102
116|NM95|PR1|DP6|LC43|CN60|DC2|ND1|NR2|FL1|GC3|CC1|CL3|ST1|CL2|SP103
117|NM96|PR1|DP20|LC44|CN54|DC5|ND1|NR3|FL2|GC2|CC1|CL2|ST1|CL1|SP104
118|NM37|PR1|DP6|LC43|CN82|DC3|ND1|NR2|FL3|GC3|CC1|CL1|ST2|CL1|SP105
119|NM97|PR1|DP6|LC18|CN19|DC1|ND1|NR2|FL1|GC3|CC1|CL1|ST2|CL2|SP106
120|NM98|PR1|DP20|LC44|CN83|DC3|ND1|NR3|FL2|GC2|CC1|CL2|ST2|CL1|SP107
121|NM99|PR1|DP11|LC45|CN1|DC3|ND1|NR2|FL2|GC3|CC1|CL1|ST2|CL1|SP108
122|NM100|PR1|DP6|LC18|CN84|DC3|ND1|NR2|FL2|GC2|CC1|CL3|ST2|CL2|SP109
123|NM101|PR1|DP21|LC46|CN17|DC1|ND1|NR3|FL2|GC2|CC1|CL2|ST3|CL1|SP110
124|NM102|PR1|DP1|LC1|CN1|DC7|ND5|NR2|FL2|GC1|CC1|CL1|ST2|CL1|SP111
125|NM103|PR1|DP22|LC47|CN85|DC9|ND1|NR3|FL2|GC1|CC1|CL3|ST2|CL1|SP112
126|NM104|PR1|DP6|LC43|CN41|DC1|ND1|NR2|FL5|GC3|CC1|CL1|ST2|CL2|SP113
127|NM105|PR1|DP6|LC48|CN86|DC4|ND1|NR3|FL2|GC3|CC2|CL6|ST2|CL1|SP114
128|NM106|PR1|DP6|LC48|CN87|DC5|ND1|NR2|FL3|GC3|CC1|CL1|ST2|CL2|SP115
129|NM107|PR1|DP23|LC49|CN5|DC1|ND1|NR3|FL2|GC5|CC1|CL3|ST1|CL1|SP116
130|NM108|PR1|DP24|LC50|CN88|DC1|ND1|NR3|FL2|GC2|CC1|CL1|ST2|CL1|SP117
131|NM109|PR1|DP6|LC48|CN54|DC2|ND1|NR2|FL2|GC3|CC1|CL1|ST2|CL1|SP118
133|NM110|PR1|DP23|LC51|CN89|DC2|ND1|NR3|FL1|GC2|CC1|CL1|ST2|CL1|SP119
134|NM111|PR1|DP25|LC52|CN21|DC6|ND1|NR3|FL2|GC1|CC1|CL4|ST2|CL1|SP120
135|NM112|PR1|DP10|LC53|CN34|DC5|ND1|NR3|FL2|GC1|CC1|CL3|ST2|CL2|SP121
136|NM113|PR1|DP14|LC31|CN90|DC1|ND1|NR3|FL2|GC3|CC1|CL2|ST2|CL2|SP122
137|NM114|PR1|DP26|LC54|CN91|DC6|ND1|NR3|FL1|GC1|CC1|CL3|ST3|CL1|SP123
138|NM115|PR1|DP27|LC55|CN1|DC2|ND1|NR2|FL2|GC1|CC1|CL2|ST2|CL1|SP124
139|NM116|PR1|DP17|LC40|CN92|DC3|ND1|NR3|FL1|GC4|CC1|CL3|ST1|CL1|SP125
140|NM117|PR1|DP12|LC29|CN93|DC2|ND1|NR3|FL1|GC1|CC1|CL2|ST2|CL1|SP126
141|NM118|PR1|DP28|LC56|CN94|DC3|ND1|NR2|FL1|GC3|CC1|CL1|ST2|CL2|SP127
142|NM119|PR1|DP12|LC29|CN21|DC7|ND5|NR3|FL2|GC1|CC1|CL5|ST2|CL1|SP128
143|NM120|PR1|DP29|LC57|CN95|DC2|ND1|NR2|FL2|GC4|CC1|CL1|ST2|CL1|SP129
144|NM121|PR1|DP7|LC22|CN96|DC4|ND1|NR2|FL2|GC2|CC1|CL2|ST2|CL1|SP130
145|NM122|PR1|DP6|LC18|CN34|DC4|ND1|NR1|FL5|GC2|CC1|CL3|ST2|CL2|SP131
146|NM123|PR1|DP13|LC30|CN97|DC4|ND1|NR4|FL1|GC2|CC1|CL3|ST2|CL1|SP132
147|NM124|PR1|DP6|LC58|CN78|DC1|ND1|NR3|FL1|GC2|CC1|CL1|ST2|CL1|SP133
148|NM125|PR1|DP7|LC59|CN80|DC7|ND3|NR2|FL1|GC2|CC1|CL2|ST2|CL1|SP134
149|NM34|PR1|DP6|LC48|CN98|DC4|ND1|NR3|FL2|GC3|CC1|CL1|ST2|CL1|SP135
150|NM126|PR1|DP30|LC60|CN21|DC7|ND4|NR3|FL1|GC1|CC1|CL4|ST2|CL1|SP136
151|NM127|PR1|DP7|LC59|CN95|DC1|ND1|NR2|FL2|GC5|CC1|CL3|ST2|CL1|SP137
152|NM128|PR1|DP6|LC48|CN98|DC4|ND1|NR3|FL2|GC3|CC1|CL1|ST2|CL1|SP138
153|NM129|PR1|DP31|LC61|CN45|DC2|ND1|NR3|FL2|GC2|CC1|CL3|ST1|CL1|SP139
154|NM130|PR1|DP32|LC62|CN23|DC5|ND1|NR3|FL1|GC2|CC1|CL1|ST2|CL2|SP140
155|NM131|PR1|DP2|LC63|CN73|DC5|ND1|NR2|FL2|GC1|CC1|CL3|ST2|CL1|SP141
156|NM132|PR1|DP33|LC64|CN99|DC2|ND1|NR3|FL2|GC1|CC1|CL3|ST2|CL1|SP142
157|NM133|PR1|DP34|LC65|CN98|DC4|ND1|NR2|FL2|GC3|CC1|CL3|ST1|CL2|SP143
158|NM134|PR1|DP10|LC53|CN89|DC7|ND5|NR1|FL2|GC2|CC1|CL3|ST2|CL1|SP144
159|NM37|PR1|DP6|LC48|CN100|DC3|ND1|NR3|FL3|GC3|CC2|CL6|ST2|CL1|SP145
160|NM135|PR1|DP35|LC66|CN101|DC7|ND5|NR3|FL2|GC1|CC1|CL4|ST2|CL1|SP146
161|NM136|PR1|DP13|LC30|CN102|DC3|ND1|NR1|FL1|GC1|CC1|CL3|ST2|CL1|SP147
162|NM137|PR1|DP14|LC67|CN21|DC5|ND1|NR2|FL5|GC2|CC1|CL3|ST2|CL1|SP148
163|NM138|PR1|DP17|LC68|CN95|DC3|ND1|NR2|FL2|GC1|CC1|CL3|ST2|CL1|SP149
164|NM139|PR1|DP36|LC69|CN65|DC7|ND6|NR3|FL2|GC2|CC1|CL2|ST1|CL1|SP150
166|NM140|PR1|DP10|LC53|CN103|DC7|ND5|NR1|FL2|GC2|CC1|CL3|ST2|CL1|SP151
167|NM141|PR1|DP28|LC70|CN64|DC3|ND1|NR5|FL2|GC2|CC1|CL3|ST2|CL2|SP152
168|NM142|PR1|DP35|LC66|CN24|DC7|ND3|NR2|FL2|GC2|CC1|CL4|ST2|CL1|SP153
169|NM143|PR1|DP10|LC71|CN17|DC2|ND1|NR2|FL2|GC2|CC1|CL2|ST2|CL1|SP154
170|NM144|PR1|DP5|LC72|CN104|DC2|ND1|NR1|FL2|GC2|CC1|CL1|ST1|CL2|SP155
171|NM145|PR1|DP17|LC40|CN92|DC4|ND1|NR2|FL1|GC1|CC1|CL2|ST2|CL1|SP156
172|NM146|PR1|DP14|LC73|CN52|DC3|ND1|NR2|FL3|GC3|CC1|CL3|ST2|CL2|SP157
173|NM147|PR1|DP32|LC62|CN105|DC4|ND1|NR3|FL2|GC1|CC2|CL5|ST2|CL1|SP158
174|NM148|PR1|DP35|LC66|CN41|DC7|ND5|NR2|FL2|GC2|CC1|CL4|ST2|CL1|SP159
175|NM149|PR1|DP2|LC74|CN20|DC1|ND1|NR2|FL2|GC1|CC1|CL3|ST2|CL1|SP160
176|NM150|PR1|DP10|LC53|CN106|DC7|ND5|NR2|FL2|GC2|CC1|CL1|ST2|CL1|SP161
177|NM151|PR1|DP37|LC75|CN40|DC4|ND1|NR3|FL1|GC4|CC1|CL3|ST2|CL2|SP162
178|NM152|PR1|DP8|LC23|CN64|DC7|ND2|NR5|FL1|GC1|CC1|CL1|ST2|CL1|SP163
179|NM153|PR1|DP18|LC76|CN107|DC2|ND1|NR2|FL3|GC2|CC1|CL3|ST2|CL2|SP164
180|NM154|PR1|DP18|LC77|CN108|DC6|ND1|NR2|FL2|GC2|CC1|CL3|ST2|CL2|SP165
181|NM155|PR1|DP28|LC78|CN80|DC4|ND1|NR3|FL1|GC3|CC1|CL1|ST2|CL2|SP166
182|NM156|PR1|DP3|LC79|CN16|DC4|ND1|NR3|FL2|GC1|CC1|CL1|ST2|CL2|SP167
183|NM157|PR1|DP38|LC80|CN64|DC7|ND3|NR3|FL2|GC1|CC1|CL2|ST2|CL1|SP168
184|NM158|PR1|DP39|LC81|CN15|DC9|ND1|NR3|FL1|GC1|CC1|CL2|ST1|CL1|SP169
185|NM159|PR1|DP10|LC82|CN17|DC2|ND1|NR2|FL1|GC2|CC1|CL3|ST2|CL2|SP170
186|NM160|PR1|DP4|LC17|CN109|DC4|ND1|NR3|FL3|GC3|CC1|CL1|ST2|CL1|SP171
187|NM161|PR1|DP28|LC70|CN110|DC4|ND1|NR3|FL3|GC2|CC2|CL6|ST1|CL2|SP172
188|NM162|PR1|DP38|LC83|CN5|DC7|ND3|NR3|FL2|GC2|CC1|CL2|ST2|CL1|SP173
190|NM163|PR1|DP32|LC84|CN111|DC2|ND1|NR3|FL1|GC2|CC1|CL1|ST2|CL1|SP174
191|NM164|PR1|DP26|LC54|CN112|DC2|ND1|NR2|FL2|GC2|CC1|CL2|ST2|CL1|SP175
192|NM165|PR1|DP5|LC72|CN16|DC4|ND1|NR3|FL2|GC3|CC1|CL1|ST2|CL1|SP176
193|NM166|PR1|DP15|LC85|CN113|DC2|ND1|NR2|FL1|GC1|CC1|CL3|ST2|CL1|SP177
194|NM167|PR1|DP2|LC74|CN17|DC1|ND1|NR6|FL1|GC1|CC1|CL3|ST2|CL1|SP178
195|NM168|PR1|DP40|LC86|CN24|DC1|ND1|NR2|FL2|GC2|CC1|CL1|ST2|CL1|SP179
196|NM169|PR1|DP40|LC87|CN72|DC2|ND1|NR3|FL1|GC2|CC1|CL3|ST2|CL1|SP180
197|NM170|PR1|DP3|LC13|CN60|DC9|ND1|NR3|FL1|GC1|CC1|CL3|ST2|CL1|SP181
198|NM171|PR1|DP40|LC87|CN24|DC2|ND1|NR3|FL1|GC2|CC1|CL1|ST2|CL1|SP182
199|NM172|PR1|DP41|LC88|CN41|DC6|ND1|NR2|FL2|GC4|CC1|CL3|ST2|CL2|SP183
200|NM173|PR1|DP40|LC86|CN9|DC1|ND1|NR3|FL1|GC3|CC1|CL3|ST2|CL2|SP184
201|NM174|PR1|DP39|LC81|CN114|DC5|ND1|NR3|FL2|GC1|CC1|CL2|ST2|CL1|SP185
202|NM175|PR1|DP33|LC64|CN115|DC8|ND1|NR3|FL2|GC1|CC1|CL2|ST1|CL1|SP186
204|NM176|PR1|DP10|LC89|CN16|DC7|ND4|NR1|FL2|GC2|CC1|CL3|ST2|CL1|SP187
205|NM177|PR1|DP41|LC90|CN116|DC4|ND1|NR2|FL2|GC4|CC1|CL2|ST2|CL1|SP188
206|NM178|PR1|DP40|LC87|CN117|DC2|ND1|NR2|FL1|GC2|CC1|CL3|ST2|CL2|SP189
207|NM179|PR1|DP40|LC87|CN118|DC1|ND1|NR3|FL2|GC3|CC1|CL1|ST2|CL1|SP190
208|NM180|PR1|DP40|LC87|CN119|DC1|ND1|NR2|FL1|GC2|CC1|CL1|ST2|CL1|SP191
209|NM181|PR1|DP41|LC91|CN120|DC2|ND1|NR2|FL1|GC1|CC1|CL1|ST2|CL2|SP192
210|NM182|PR1|DP39|LC81|CN17|DC4|ND1|NR3|FL1|GC1|CC1|CL2|ST2|CL1|SP193
212|NM183|PR1|DP33|LC64|CN119|DC2|ND1|NR3|FL2|GC2|CC1|CL3|ST2|CL1|SP194
213|NM184|PR1|DP21|LC46|CN121|DC7|ND5|NR3|FL2|GC2|CC1|CL4|ST2|CL1|SP195
215|NM185|PR1|DP42|LC92|CN23|DC7|ND6|NR2|FL2|GC2|CC1|CL3|ST3|CL2|SP196
216|NM186|PR1|DP42|LC92|CN5|DC9|ND1|NR2|FL2|GC2|CC1|CL3|ST3|CL1|SP197
217|NM187|PR1|DP43|LC93|CN24|DC1|ND1|NR3|FL2|GC3|CC1|CL1|ST2|CL1|SP198
218|NM188|PR1|DP15|LC85|CN9|DC7|ND5|NR2|FL2|GC1|CC1|CL1|ST2|CL1|SP199
219|NM189|PR1|DP1|LC1|CN122|DC2|ND1|NR1|FL2|GC1|CC1|CL3|ST2|CL1|SP200
220|NM190|PR1|DP3|LC94|CN52|DC2|ND1|NR3|FL2|GC1|CC1|CL1|ST2|CL2|SP201
221|NM191|PR1|DP40|LC95|CN50|DC4|ND1|NR2|FL2|GC2|CC1|CL3|ST2|CL1|SP202
222|NM192|PR1|DP41|LC91|CN19|DC3|ND1|NR1|FL2|GC4|CC1|CL2|ST2|CL2|SP203
223|NM37|PR1|DP9|LC38|CN75|DC3|ND1|NR2|FL4|GC2|CC1|CL3|ST2|CL2|SP204
224|NM193|PR1|DP41|LC96|CN23|DC3|ND1|NR2|FL2|GC3|CC1|CL3|ST2|CL1|SP205
225|NM194|PR1|DP41|LC88|CN54|DC3|ND1|NR2|FL2|GC1|CC1|CL3|ST2|CL2|SP206
226|NM195|PR1|DP41|LC91|CN9|DC4|ND1|NR2|FL2|GC1|CC1|CL1|ST2|CL1|SP207
227|NM196|PR1|DP41|LC97|CN16|DC4|ND1|NR1|FL2|GC1|CC1|CL3|ST2|CL2|SP208
228|NM197|PR1|DP41|LC98|CN41|DC4|ND1|NR2|FL1|GC3|CC2|CL6|ST2|CL1|SP209
229|NM198|PR1|DP41|LC98|CN123|DC4|ND1|NR5|FL1|GC1|CC1|CL2|ST2|CL1|SP210
230|NM199|PR1|DP15|LC85|CN124|DC2|ND1|NR3|FL2|GC1|CC1|CL1|ST2|CL1|SP211
231|NM200|PR1|DP40|LC87|CN125|DC2|ND1|NR2|FL2|GC2|CC1|CL3|ST2|CL1|SP212
232|NM198|PR1|DP41|LC98|CN15|DC4|ND1|NR2|FL2|GC1|CC2|CL6|ST2|CL1|SP213
233|NM201|PR1|DP41|LC99|CN126|DC4|ND1|NR3|FL2|GC1|CC1|CL1|ST2|CL1|SP214
234|NM17|PR1|DP44|LC100|CN64|DC6|ND1|NR3|FL1|GC1|CC2|CL6|ST3|CL1|SP215
235|NM202|PR1|DP42|LC101|CN88|DC7|ND3|NR2|FL2|GC3|CC1|CL1|ST2|CL1|SP216
236|NM203|PR1|DP18|LC41|CN69|DC3|ND1|NR2|FL2|GC2|CC1|CL3|ST2|CL2|SP217
237|NM204|PR1|DP41|LC97|CN98|DC1|ND1|NR5|FL2|GC6|CC1|CL1|ST2|CL1|SP218
238|NM205|PR1|DP18|LC41|CN74|DC3|ND1|NR2|FL3|GC2|CC1|CL3|ST2|CL2|SP219
239|NM49|PR1|DP18|LC41|CN127|DC5|ND1|NR3|FL5|GC2|CC1|CL3|ST2|CL2|SP220
240|NM206|PR1|DP41|LC97|CN80|DC8|ND1|NR2|FL2|GC1|CC2|CL4|ST2|CL1|SP221
241|NM207|PR1|DP18|LC41|CN128|DC5|ND1|NR2|FL2|GC3|CC1|CL1|ST2|CL2|SP222
242|NM206|PR1|DP41|LC97|CN15|DC4|ND1|NR3|FL1|GC2|CC1|CL1|ST2|CL1|SP223
243|NM208|PR1|DP41|LC90|CN129|DC4|ND1|NR2|FL2|GC4|CC1|CL1|ST2|CL2|SP224
